srcYear,srcStateName,Country,StateCode,StateName,TotalPopulation,YearCode,TotalPopulationUrban,TotalPopulationRural,Year,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
2014,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,2014,688552,6176050,"Calendar Year (Jan - Dec), 2014",3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,2015,688552,6176050,"Calendar Year (Jan - Dec), 2015",3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,2016,688552,6176050,"Calendar Year (Jan - Dec), 2016",3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,2017,688552,6176050,"Calendar Year (Jan - Dec), 2017",3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,2018,688552,6176050,"Calendar Year (Jan - Dec), 2018",3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,2019,688552,6176050,"Calendar Year (Jan - Dec), 2019",3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Himachal Pradesh,India,2,HIMACHAL PRADESH,6864602,2021,688552,6176050,"Calendar Year (Jan - Dec), 2021",3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Punjab,India,3,PUNJAB,27743338,2013,10399146,17344192,"Calendar Year (Jan - Dec), 2013",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Punjab,India,3,PUNJAB,27743338,2014,10399146,17344192,"Calendar Year (Jan - Dec), 2014",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Punjab,India,3,PUNJAB,27743338,2015,10399146,17344192,"Calendar Year (Jan - Dec), 2015",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Punjab,India,3,PUNJAB,27743338,2016,10399146,17344192,"Calendar Year (Jan - Dec), 2016",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Punjab,India,3,PUNJAB,27743338,2017,10399146,17344192,"Calendar Year (Jan - Dec), 2017",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Punjab,India,3,PUNJAB,27743338,2018,10399146,17344192,"Calendar Year (Jan - Dec), 2018",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Punjab,India,3,PUNJAB,27743338,2019,10399146,17344192,"Calendar Year (Jan - Dec), 2019",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Punjab,India,3,PUNJAB,27743338,2021,10399146,17344192,"Calendar Year (Jan - Dec), 2021",14639465,5545989,9093476,13103873,4853157,8250716,5513071,2154958,3358113,251460,4.78989e+06,5041350.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Chandigarh,India,4,CHANDIGARH,1055450,2013,1026459,28991,"Calendar Year (Jan - Dec), 2013",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Chandigarh,India,4,CHANDIGARH,1055450,2014,1026459,28991,"Calendar Year (Jan - Dec), 2014",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Chandigarh,India,4,CHANDIGARH,1055450,2015,1026459,28991,"Calendar Year (Jan - Dec), 2015",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Chandigarh,India,4,CHANDIGARH,1055450,2016,1026459,28991,"Calendar Year (Jan - Dec), 2016",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Chandigarh,India,4,CHANDIGARH,1055450,2017,1026459,28991,"Calendar Year (Jan - Dec), 2017",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Chandigarh,India,4,CHANDIGARH,1055450,2018,1026459,28991,"Calendar Year (Jan - Dec), 2018",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Chandigarh,India,4,CHANDIGARH,1055450,2019,1026459,28991,"Calendar Year (Jan - Dec), 2019",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Chandigarh,India,4,CHANDIGARH,1055450,2020,1026459,28991,"Calendar Year (Jan - Dec), 2020",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Chandigarh,India,4,CHANDIGARH,1055450,2021,1026459,28991,"Calendar Year (Jan - Dec), 2021",580663,563513,17150,474787,462946,11841,241173,234033,7140,10953,447,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Uttarakhand,India,5,UTTARAKHAND,10086292,2013,3049338,7036954,"Calendar Year (Jan - Dec), 2013",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Uttarakhand,India,5,UTTARAKHAND,10086292,2014,3049338,7036954,"Calendar Year (Jan - Dec), 2014",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Uttarakhand,India,5,UTTARAKHAND,10086292,2015,3049338,7036954,"Calendar Year (Jan - Dec), 2015",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,Uttarakhand,India,5,UTTARAKHAND,10086292,2016,3049338,7036954,"Calendar Year (Jan - Dec), 2016",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Uttarakhand,India,5,UTTARAKHAND,10086292,2017,3049338,7036954,"Calendar Year (Jan - Dec), 2017",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Uttarakhand,India,5,UTTARAKHAND,10086292,2018,3049338,7036954,"Calendar Year (Jan - Dec), 2018",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2019,Uttarakhand,India,5,UTTARAKHAND,10086292,2019,3049338,7036954,"Calendar Year (Jan - Dec), 2019",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020,Uttarakhand,India,5,UTTARAKHAND,10086292,2020,3049338,7036954,"Calendar Year (Jan - Dec), 2020",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021,Uttarakhand,India,5,UTTARAKHAND,10086292,2021,3049338,7036954,"Calendar Year (Jan - Dec), 2021",5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,Haryana,India,6,HARYANA,25351462,2013,8842103,16509359,"Calendar Year (Jan - Dec), 2013",13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,Haryana,India,6,HARYANA,25351462,2014,8842103,16509359,"Calendar Year (Jan - Dec), 2014",13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,Haryana,India,6,HARYANA,25351462,2015,8842103,16509359,"Calendar Year (Jan - Dec), 2015",13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2017,Haryana,India,6,HARYANA,25351462,2017,8842103,16509359,"Calendar Year (Jan - Dec), 2017",13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2018,Haryana,India,6,HARYANA,25351462,2018,8842103,16509359,"Calendar Year (Jan - Dec), 2018",13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
